Link,Name,Address,Phone,Fax,Hotel Email,Hotel Website,Hotel Classification,Commission,Rooms,Rates,Overview Text,Year Built,Year Last Renovated,Chain,Chain Website,Discounts offered,Image URLs
https://www.travelweekly.com/Hotels/London/Rough-Luxe-p59052760,Rough Luxe,"1 Birkenhead St Kings Cross, London, England WC1H 8BA",44 20-7837-5338,44 20-7837-1615,reservations@roughluxe.co.uk,http://www.roughluxe.co.uk,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/U45/U45905/U45905_EXT_Z36128/Rough-Luxe-Exterior.JPG?tr=w-1100%2Ch-654%2Cfo-auto
https://www.travelweekly.com/Hotels/London/Royal-Garden-Hotel-p4325748,Royal Garden Hotel,"2-24 Kensington High St, London, England W8 4PT",44 20-7937-8000,44 20-7361-1991,sales@royalgardenhotel.co.uk,https://www.worldhotels.com/content/luxury-hotels/en_US/book/hotel-details.86161.html,Not Yet Rated,10%,411,-,N/A,1966,2009,WorldHotels Collection,https://www.worldhotels.com/content/luxury-hotels/en_US.html,"Group discount, Corporate discount, Government/ Military discount, Travel Agents 50.0%, Airline Personnel","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/113535/photos/82527912_XL/Royal-Garden-Hotel-Room.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/113535/photos/82527954_XL/Royal-Garden-Hotel-Room.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/113535/photos/82527996_XL/Royal-Garden-Hotel-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/113535/photos/82527854_XL/Royal-Garden-Hotel-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Royal-National-Hotel-p3757824,Royal National Hotel,"38-51 Bedford Way, London, England WC1H 0DG",44 20-7637-2488,44 20-7837-4653,info@imperialhotels.co.uk,https://www.imperialhotels.co.uk/hotels/royal-national-hotel,2 Tourist Class,10%,"1,630",-,Multistory tourist hotel with restaurant & modern amenities; set in the heart of Bloomsbury; walking distance to Covent Garden.,1974,2024,N/A,http://www.imperialhotels.co.uk,"Group discount, Travel Agents 10.0%, Airline Personnel 10.0%","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/321/321001/321001_LOB_Z483C2/Royal-National-Hotel-Lobby.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/321/321001/321001_ROM_ZECE7F/Royal-National-Hotel-Room.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/321/321001/321001_ROM2_Z86A98/Royal-National-Hotel-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/321/321001/321001_ROM3_ZF675F/Royal-National-Hotel-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Ruby-Stella-London-p59262250,Ruby Stella London,"15-28 Eyre St Hill Clerkenwell, London, England EC1R 5EW",44 20-4520-2150,N/A,stella@ruby-hotels.com,https://www.ruby-hotels.com/en/hotels-destinations/london/ruby-stella,Not Yet Rated,-,-,-,N/A,2023,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/187/592/703/Ruby_Stella_Facade_(2)_O/Ruby-Stella-London-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/187/592/695/Ruby_Stella_Facade_(1)_O/Ruby-Stella-London-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/187/592/775/Ruby_Stella_Outdoor_Terrace_O/Ruby-Stella-London-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/187/592/815/Ruby_Stella_Public_Area_(6)_O/Ruby-Stella-London-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Ruby-Zoe-Hotel-p58851040,Ruby Zoe Hotel,"146-164 Notting Hill Gate, London, England W11 3QG",44 20-4520-1760,N/A,zoe@ruby-hotels.com,https://www.ruby-hotels.com/en/hotels-destinations/london/ruby-zoe,Not Yet Rated,-,173,-,N/A,2023,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/182/21/233/Ruby_Zoe_London_O/Ruby-Zoe-Hotel-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/182/21/961/Ruby_Zoe_London_Details_09_O/Ruby-Zoe-Hotel-Lobby.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/182/21/901/Ruby_Zoe_London_Details_12_O/Ruby-Zoe-Hotel-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/182/22/412/Ruby_Zoe_CheckIn_01_O/Ruby-Zoe-Hotel-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Russell-Court-Hotel-p9739182,Russell Court Hotel,"9 Russell Road, Kensington and Chelsea, London, England W14 8JA",44 20-7603-1222,44 20-7603-2494,russellcourthotel@mstay.co.uk,http://www.mstay.co.uk/mstay---russell-court-hotel/,Not Yet Rated,-,-,$100 - $110,N/A,2011,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Sea-Containers-London-p53184622,Sea Containers London,"20 Upper Ground, London, England SE1 9PD",44 20-3747-1000,44 20-3747-1001,info@seacontainerslondon.com,https://www.seacontainerslondon.com,8 Moderate Deluxe,10%,359,$319 - $841,"Once the offices of shipping company Sea Containers Ltd, lobby has soaring glass windows & brass hurricane lamps; basement cinema.",1970,2014,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/U25/U25618/U25618_EXT_Z164E8/Sea-Containers-London-Exterior.JPG?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/U25/U25618/U25618_LOB_Z9C5F6/Sea-Containers-London-Lobby.JPG?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/U25/U25618/U25618_ROM_ZD7D0D/Sea-Containers-London-Room.JPG?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/U25/U25618/U25618_MTG_Z9DA0D/Sea-Containers-London-Meeting.JPG?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Searcys-Roof-Garden-Rooms-p4131123,Searcy's Roof Garden Rooms,"30 Pavilion Rd, London, England SW1X 0HJ",44 20-7584-4921,44 20-7823-8694,30pr@searcys.co.uk,http://www.searcys.co.uk/30-pavilion-road/,Not Yet Rated,-,11,$191 - $294,N/A,N/A,2010,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Sheriff-Inn-Hotel-London-p59580740,Sheriff Inn Hotel London,"115 Warwick Way, London, England SW1V 4HT",44 20-7834-0134,44 20-7834-7878,info@sheriffhotel.com,http://www.sheriffinn.com,Not Yet Rated,10%,23,$117 - $117,N/A,N/A,2012,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Shoreditch-House-p3662848,Shoreditch House,"1 Ebor Street, Shoreditch, London, England E1 6AW",44 20-7739-5040,N/A,reservations@shoreditchhouse.com,https://www.sohohouse.com/houses/shoreditch-house,Not Yet Rated,-,26,$131 - $306,N/A,1930,2007,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/183/100/300/Shoreditch_House_O/Shoreditch-House-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/183/100/470/SmallPlus_04_O/Shoreditch-House-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/183/100/374/Tiny_01_O/Shoreditch-House-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/183/100/364/Tiny_04_O/Shoreditch-House-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Sonder-Camden-Road-p59636676,Sonder Camden Road,"201 Camden Road, London, England NW1 9AA",44 061-7300-0956,N/A,N/A,https://www.sonder.com/en-gb/destinations/london/LON-CAMD201/c31106,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Sonder-Kensington-Gardens-p58112928,Sonder Kensington Gardens,"15 Prince of Wales Terrace, London, England W8 5PQ",44 20-7937-2345,44 20-7368-6700,inquiries@sonder.com,https://www.sonder.com/destinations/london/sonder-at-kensington-gardens-lively-private-room/c31050?sleeps=1,5 Limited Service First Class,10%,41,$151 - $195,"Contemporary Hotel with classic designs, tasteful decor, restaurant; situated near Kensington Gardens & Albert Hall.",1862,2013,N/A,N/A,"Group discount, Corporate discount, Government/ Military discount, Travel Agents","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/S13/S13007/S13007_EXT_Z12EC8/Sonder-Kensington-Gardens-Exterior.JPG?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/S13/S13007/S13007_ROM_ZBBD9F/Sonder-Kensington-Gardens-Room.JPG?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/S13/S13007/S13007_RES_Z23199/Sonder-Kensington-Gardens-Restaurant.JPG?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/S13/S13007/S13007_STE_ZAE22A/Sonder-Kensington-Gardens-Suite.JPG?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/St-George-Hotel-p51765323,St George Hotel,"49 Gloucester Place, London, England W1U 8JE",44 20-7486-8586,44 20-7486-6567,reservations@stgeorge-hotel.net,http://www.stgeorge-hotel.net,Not Yet Rated,-,16,$136 - $279,N/A,N/A,2005,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/St-Pancras-Renaissance-Hotel-London-p55149932,St. Pancras Renaissance Hotel London,"Euston Road, London, England NW1 2AR",44 20-7841-3540,44 20-7841-3579,rhi.lonprt.guest.services@marriot.com,https://www.marriott.com/en-us/hotels/lonpr-st-pancras-renaissance-hotel-london/overview,9 Deluxe,10%,245,$447 - $712,"Large Victorian building with Gothic Revival metalwork, gold leaf ceilings, grand staircase - Eurostar train below hotel.",1873,2011,Renaissance Hotels,https://renaissance-hotels.marriott.com/,AAA discount,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/5/0/192/972/503/UsiviLFHt0GRduPLxYYEwQ_lonpr-exterior-6690_O/St.-Pancras-Renaissance-Hotel-London-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/5/0/192/972/584/ZLlj2mXEyNeDVq2v3Jw_lonpr-exterior-0002_O/St.-Pancras-Renaissance-Hotel-London-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/5/0/192/974/911/pKdDBniVkUaciBUI0fGrqA_lonpr-reception-0192_O/St.-Pancras-Renaissance-Hotel-London-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/5/0/192/974/949/KQRRIlB606jqMqmltzZIA_lonpr-staircase-9026_O/St.-Pancras-Renaissance-Hotel-London-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Staunton-Hotel-p59542770,Staunton Hotel,"13-15 Gower St, London, England WC1E 6HE",44 20-7580-2740,44 20-7580-3554,enquiries@stauntonhotel.co.uk,https://www.stauntonhotel.co.uk,Not Yet Rated,-,17,$193 - $245,N/A,1780,2004,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Stylotel-p59659598,Stylotel,"160-162 Sussex Gardens, London, England W2 1UD",44 20-7723-1026,44 20-7262-2983,info@stylotel.com,https://www.stylotel.com,Not Yet Rated,-,51,$65 - $124,N/A,N/A,2006,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Academy-Hotel-p52499926,The Academy Hotel,"21 Gower St, London, England WC1E 6HG",44 20-7631-4115,44 20-7636-3442,reservations@theacademyhotel.co.uk,https://www.theacademyhotel.co.uk,8 Moderate Deluxe,8%,50,$267 - $482,"Charming, friendly Georgian-style hotel located in the University quarter; near Soho, Trafalgar Square & other attractions.",1776,2018,N/A,N/A,"Corporate discount, Travel Agents 50.0%, Airline Personnel 50.0%","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/6/0/92/313/797/Main_Black_O/The-Academy-Hotel-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/6/0/93/223/827/Townhouse_double_2_O/The-Academy-Hotel-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/107/460/926/0002112_0_Afternoon_Tea_Hero_Image_O/The-Academy-Hotel-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/6/0/92/313/806/Pick_Up_Shot_1_O/The-Academy-Hotel-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Admiral-Hotel-p50849840,The Admiral Hotel,"143 Sussex Gardens, Hyde Park, London, England W2 2RY",44 20-7723-7309,44 20-7723-8731,enquiries@parkavenueadmiralhotel.co.uk,http://www.parkavenueadmiralhotel.co.uk/accommodation,Not Yet Rated,-,22,$86 - $308,N/A,1850,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Ampersand-Hotel-p4025056,The Ampersand Hotel,"10 Harrington Rd, Kensington, London, England SW7 3ER",44 20-7589-5895,44 20-7589-5511,info@ampersandhotel.com,https://ampersandhotel.com/,9 Deluxe,8%,111,$278 - $500,"Victorian boutique hotel, suites with skyline views; steps away from South Kensington tube station and the Natural History Museum.",1888,2012,N/A,N/A,"Group discount, Corporate discount, Travel Agents, Airline Personnel","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/48/966/919/1Ampersand__edited-1_O/The-Ampersand-Hotel-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/48/966/935/Ampersand_-__Amy_Murrell_2012_-500_O/The-Ampersand-Hotel-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/49/773/156/3_O/The-Ampersand-Hotel-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/48/966/951/Ampersand_-__Amy_Murrell_2012_-522_O/The-Ampersand-Hotel-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Angus-Hotel-p59663641,The Angus Hotel,"31-32 Argyle Square, Kings Cross, London, England WC1H 8AP",44 20-7837-3388,44 20-3730-8711,info@angushotelkingscross.com,https://angushotelkingscross.com,Not Yet Rated,-,35,-,"200m to St. Pancras Intl, Kings Cross train station & Kings Cross underground station. Direct trains avail to Gatwick & Heathrow.",N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Baileys-Hotel-London-Kensington-p59843821,The Bailey's Hotel London Kensington,"140 Gloucester Rd Kensington, London, England SW7 4QH",44 20-7373-6000,44 20-7370-3760,reservations.baileys@millenniumhotels.co.uk,https://www.millenniumhotels.com/en/london/the-baileys-hotel-london,7 Superior First Class,10%,212,$221 - $440,"Traditional Hotel in landmark Victorian building, dating from 1876, located opposite Gloucester Road tube station.",1876,2016,Millennium & Copthorne Hotels plc,http://www.millenniumhotels.com,"Group discount, Corporate discount, Government/ Military discount, Travel Agents 50.0%, Airline Personnel 50.0%","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/126/429/261/Exterior_O/The-Bailey%27s-Hotel-London-Kensington-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/133/807/367/BeiBeiWei_BaileysHotel_HR-2575_O/The-Bailey%27s-Hotel-London-Kensington-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/122/929/439/TSC-baileyshotel_feed1_O/The-Bailey%27s-Hotel-London-Kensington-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/5/0/87/522/541/Lobby_O/The-Bailey%27s-Hotel-London-Kensington-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Belgravia-Rooms-p58478220,The Belgravia Rooms,"104 Ebury St, London, England SW1W 9QD",44 20-7730-1011,44 20-7730-1033,email@domain.com,https://www.belgraviarooms.com,Not Yet Rated,-,15,$144 - $165,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Bentley-London-Hotel-p7957969,The Bentley London Hotel,"27-33 Harrington Gardens, London, England SW7 4JX",44 20-7244-5555,44 20-7244-5566,info@thebentley-hotel.com,http://thebentley-hotel.com/,8 Moderate Deluxe,10%,64,$253 - $955,"Modern hotel located in the heart of the district - Close to Natural History Museum, Kensington Gardens, Sloane Street.",1880,2012,N/A,N/A,Group discount,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/123404/photos/65004649_XL/The-Bentley-London-Hotel-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/123404/photos/65004667_XL/The-Bentley-London-Hotel-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/123404/photos/65004641_XL/The-Bentley-London-Hotel-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/123404/photos/65004605_XL/The-Bentley-London-Hotel-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-BoTree-p58407158,The BoTree,"30 Marylebone Lane, London, England W1U 2DR",44 20-7309-9700,N/A,N/A,https://www.thebotree.com/,Not Yet Rated,10%,199,-,N/A,2023,N/A,Preferred Hotel & Resorts,https://www.preferredhotels.com,N/A,
https://www.travelweekly.com/Hotels/London/The-Cadogan-A-Belmond-Hotel-p57308757,"The Cadogan, A Belmond Hotel","75 Sloane Street, London, England SW1X 9SG",44 20-3117-1505,44 203-117-1505,reservations.cad@belmond.com,https://www.belmond.com/hotels/europe/uk/london/belmond-cadogan-hotel/,9 Deluxe,10%,54,"$455 - $2,492",Traditional hotel set in the heart of Chelsea - 35 minutes drive from Heathrow Airport and 45 minutes from Gatwick Airport.,1880,2018,Belmond,http://www.belmond.com,"Group discount, Corporate discount","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/112277/photos/79714075_XL/The-Cadogan-A-Belmond-Hotel-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/112277/photos/75416111_XL/The-Cadogan-A-Belmond-Hotel-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/112277/photos/75416127_XL/The-Cadogan-A-Belmond-Hotel-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/112277/photos/67181925_XL/The-Cadogan-A-Belmond-Hotel-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Chelsea-Harbour-Hotel-Spa-p59658363,The Chelsea Harbour Hotel & Spa,"Chelsea Harbour, London, England SW10 0XG",44 20-7823-3000,44 20-7351-6525,reservations.chelseaharbour@millenniumhotels.com,https://www.millenniumhotels.com/en/london/the-chelsea-harbour-hotel-and-spa,8 Moderate Deluxe,10%,158,"$313 - $3,760","Elegant All-Suite Hotel located in the Chelsea Harbour development on the Thames, offering stunning views of the river & harbor.",1990,2009,Millennium & Copthorne Hotels plc,http://www.millenniumhotels.com,"Group discount, Corporate discount, Government/ Military discount, AARP discount, Travel Agents, Airline Personnel","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/121/917/849/Chelsea_Harbour_Hotel%2C_Exterior_(1)_O/The-Chelsea-Harbour-Hotel-%26-Spa-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/4/0/64/222/837/CH_509_O/The-Chelsea-Harbour-Hotel-%26-Spa-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/185/814/976/MWPV-0265_O/The-Chelsea-Harbour-Hotel-%26-Spa-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/185/815/7/Chelsea_Harbour_Hotel___Spa_-_Foyer_O/The-Chelsea-Harbour-Hotel-%26-Spa-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Chelsea-Townhouse-p59641290,The Chelsea Townhouse,"26 Cadogan Gardens, London, England SW3 2RP",44 20-7730-6466,44 20-7730-0236,reservations@thechelseatownhouse.com,https://www.thechelseatownhouse.com/,7 Superior First Class,10%,35,$329 - $495,"Romantic Town-House Hotel situated in Knightsbridge, around the corner from Sloane Square & tube station.",1890,2024,N/A,N/A,Corporate discount,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/185/492/602/Chelsea_Garden_Suite_O/The-Chelsea-Townhouse-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/185/492/626/Chelsea_Garden_Suite_(2)_O/The-Chelsea-Townhouse-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/185/492/558/Chelsea_Garden_Suite_(3)_O/The-Chelsea-Townhouse-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/2/0/185/492/578/Chelsea_Double_O/The-Chelsea-Townhouse-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Connaught-p3946628,The Connaught,"Carlos Place, London, England W1K 2AL",44 20-7499-7070,44 20-7495-3262,info@the-connaught.co.uk,https://www.the-connaught.co.uk,10 Superior Deluxe,10%,121,"$700 - $1,000","Small, traditional hotel with tranquil atmosphere, multilingual staff; overlooking one of the most picturesque spots in Mayfair.",1897,2009,N/A,N/A,"Group discount, Corporate discount, Travel Agents","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/43069/photos/89863246_XL/The-Connaught-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/43069/photos/89863382_XL/The-Connaught-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/43069/photos/4287192_XL/The-Connaught-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/43069/photos/89050497_XL/The-Connaught-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Fox-Club-p3707790,The Fox Club,"46 Clarges St Mayfair, London, England W1J 7ER",44 20-7495-3656,44 20-7495-3626,info@foxclublondon.com,http://www.foxclublondon.com,Not Yet Rated,-,9,$198 - $290,N/A,1664,2009,N/A,N/A,N/A,
